Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek
4,2,0,3,1719.85,431.92,1.51,4.1,1,0.674,0.5,0,2025,8,28,4
3,1,1,3,6200.01,464.7,1.9,9.4,0,0.52,6.27,0,2025,5,20,5
1,6,1,3,1953.56,152.42,1.99,4.4,4,0.518,5.07,1,2024,7,19,0
4,1,2,4,740.59,432.1,4.23,9.9,4,0.88,2.26,1,2025,7,13,3
2,8,2,0,10094.92,390.98,1.46,0.6,4,0.776,18.34,0,2024,9,8,3
2,4,1,2,9235.52,465.47,2.61,7.2,4,0.892,25.53,1,2024,6,3,1
5,4,2,1,2863.78,123.63,2.96,5.8,1,0.849,3.44,1,2024,1,7,3
0,2,0,3,3890.29,288.9,4.17,5.0,0,0.954,0.85,0,2025,2,23,3
6,8,3,1,843.76,138.0,4.49,9.7,4,0.943,5.37,1,2024,1,25,4
6,8,0,3,12606.73,412.22,3.69,1.3,3,0.894,1.0,0,2024,8,26,1
5,5,3,4,14633.01,3.66,4.4,9.0,2,0.738,235.41,1,2025,7,8,5
5,2,2,4,2464.16,282.84,3.8,6.9,3,0.654,2.74,1,2024,12,20,0
4,3,1,4,3856.39,170.26,4.38,2.6,1,0.754,4.44,0,2025,10,13,1
4,6,0,1,13091.94,162.02,3.53,9.0,0,0.751,0.76,0,2025,12,11,4
0,2,0,1,13933.73,322.81,1.46,4.3,2,0.805,7.6,1,2024,1,10,6
2,1,1,0,6584.6,425.89,2.53,8.1,1,0.593,9.39,1,2024,12,9,1
2,4,3,4,1234.03,304.99,3.33,3.9,1,0.828,3.52,1,2024,1,2,5
0,8,1,0,1071.18,426.73,2.36,8.5,4,0.728,3.73,1,2025,11,4,5
4,0,0,4,8822.27,133.03,2.1,6.4,1,0.81,1.19,1,2025,1,20,1
7,0,2,0,6196.98,260.23,3.11,1.4,3,0.62,4.11,0,2024,11,10,3
4,6,3,3,915.46,225.82,4.28,6.5,1,0.717,2.54,0,2024,4,16,5
3,5,1,0,8957.16,6.81,1.32,1.9,3,0.605,8.08,0,2024,7,29,1
5,7,3,1,663.89,278.85,3.74,4.1,0,0.938,0.86,0,2025,6,26,4
2,4,1,1,11916.89,331.1,3.59,1.7,4,0.744,27.01,1,2024,8,31,2
4,6,0,1,4943.28,296.37,4.38,0.2,3,0.612,0.7,0,2025,3,5,6
7,4,0,3,1083.74,368.4,4.27,2.1,1,0.521,0.5,0,2025,5,18,3
3,2,0,2,9031.11,286.1,3.72,5.4,4,0.838,1.7,0,2024,3,2,2
5,1,2,2,6266.42,34.31,2.92,4.8,2,0.607,36.9,1,2024,5,25,2
1,8,3,3,14620.11,59.11,1.87,5.0,2,0.995,203.76,1,2025,12,29,1
4,1,1,3,8390.88,298.64,3.0,2.5,0,0.767,6.42,0,2024,10,13,3
6,5,1,3,4490.97,138.21,3.73,6.9,0,0.644,3.57,1,2024,4,5,0
1,4,1,4,10786.86,40.74,4.16,7.0,2,0.829,80.24,1,2024,2,14,6
6,3,0,4,4436.63,215.37,3.81,3.6,3,0.638,0.51,0,2024,8,25,3
5,5,3,0,13611.53,277.61,1.84,8.8,2,0.91,217.49,1,2025,6,16,1
0,6,2,2,5933.47,165.04,3.18,6.4,4,0.654,14.34,1,2025,2,26,6
2,5,2,0,8473.09,360.5,2.3,7.1,1,0.994,9.6,1,2025,12,18,4
1,8,0,3,1233.31,322.24,1.23,2.8,1,0.803,0.5,0,2025,1,16,4
1,7,2,3,6678.76,167.08,1.86,0.0,3,0.922,4.11,0,2025,4,14,1
5,7,0,0,12569.27,377.68,1.57,8.7,2,0.536,7.72,1,2024,3,27,6
2,0,3,2,12181.91,324.7,3.98,8.2,4,0.674,71.95,0,2025,8,17,3
2,8,3,2,3752.62,319.09,2.05,1.2,0,0.869,5.7,0,2024,4,7,3
1,6,3,4,3778.15,277.16,2.14,3.7,3,0.828,6.93,0,2025,6,1,3
1,2,3,2,12350.93,6.68,4.37,6.6,0,0.597,22.45,0,2024,5,16,4
1,2,2,1,13990.78,348.56,2.45,6.5,4,0.678,33.25,1,2025,10,14,5
3,8,1,4,1882.73,188.64,1.23,8.6,4,0.632,4.77,1,2025,2,7,0
0,6,0,4,7025.85,471.36,2.14,1.4,3,0.807,0.5,0,2024,3,17,3
7,7,0,4,5393.09,409.17,1.59,4.3,2,0.672,3.49,1,2025,8,29,0
4,5,3,3,13124.98,294.26,1.54,1.0,3,0.655,22.85,0,2025,8,4,1
4,8,3,3,1711.11,126.84,1.46,3.9,0,0.604,2.1,1,2024,3,4,1
4,0,1,3,3561.33,102.65,3.16,0.2,1,0.705,3.43,0,2025,3,21,0
1,8,2,2,11410.79,170.85,1.82,9.0,1,0.598,14.45,1,2025,11,9,3
4,8,3,4,1243.76,238.81,2.39,5.3,4,0.981,7.62,1,2024,5,13,1
0,5,1,4,7641.76,148.74,4.04,8.5,4,0.577,23.52,1,2024,8,30,0
4,7,1,2,6910.55,257.95,2.6,0.6,2,0.957,39.91,1,2024,10,25,0
3,4,0,1,5348.82,83.52,4.22,2.3,3,0.714,0.5,1,2024,9,24,5
0,8,0,0,6221.3,488.88,2.84,2.6,0,0.689,0.97,1,2024,11,18,1
0,7,1,4,8184.14,54.85,2.52,3.9,3,0.616,7.57,1,2025,2,6,4
5,8,1,0,2839.83,466.04,3.68,8.0,1,0.818,4.68,1,2025,12,18,4
2,1,0,1,8793.94,456.88,1.44,3.9,3,0.843,1.12,0,2024,11,30,2
3,0,2,2,12178.77,263.15,1.5,2.0,1,0.734,11.91,0,2024,11,21,4
6,3,2,4,11522.33,362.73,3.35,0.6,4,0.528,21.81,0,2025,4,8,5
5,0,1,1,2731.55,218.59,2.81,0.8,3,0.959,2.14,0,2024,10,5,2
6,1,1,2,2664.12,315.39,3.81,7.6,2,0.99,19.79,1,2024,8,27,5
3,4,2,1,4388.53,170.95,4.22,4.4,4,0.716,10.07,0,2024,3,17,3
1,5,3,3,5735.58,151.28,2.48,7.3,1,0.807,16.25,1,2024,7,26,0
2,3,3,0,6422.61,289.54,3.17,6.8,1,0.725,18.25,1,2024,5,19,3
4,2,2,4,10355.61,249.57,2.85,1.4,2,0.661,53.56,1,2025,8,21,4
7,1,0,0,1321.87,290.19,4.44,1.4,4,0.539,0.5,0,2024,4,21,3
1,5,0,2,1002.75,144.04,3.94,7.6,4,0.728,0.5,1,2024,6,8,2
2,6,3,0,6182.7,184.11,4.21,7.2,1,0.909,18.31,1,2024,4,18,4
0,1,2,2,10608.87,42.87,2.04,3.8,0,0.509,7.84,1,2024,6,17,1
1,2,1,4,3304.81,27.09,3.75,0.8,1,0.791,3.23,1,2025,4,5,2
1,4,0,4,9801.81,127.48,2.08,0.1,2,0.94,3.63,1,2025,4,22,5
0,6,0,4,4267.51,38.05,1.89,2.9,2,0.609,1.77,1,2024,11,17,3
0,3,2,0,13348.25,52.78,4.32,0.1,0,0.592,7.61,0,2025,2,20,4
2,6,2,2,13487.5,406.65,1.26,2.3,1,0.886,13.55,0,2024,5,3,0
1,0,2,1,4810.66,20.4,4.39,4.2,4,0.628,10.43,0,2025,7,2,6
2,3,0,0,3834.91,329.81,1.69,1.2,0,0.596,0.5,0,2025,1,1,6
3,6,2,4,6463.91,137.01,3.9,1.0,2,0.689,31.96,1,2024,7,31,6
0,2,2,2,3987.71,435.9,2.11,9.0,2,0.696,27.46,1,2025,4,7,1
7,5,1,2,10249.57,243.01,2.36,5.9,0,0.937,8.17,1,2024,11,11,1
5,0,2,4,12477.94,153.48,1.92,9.3,2,0.809,87.25,1,2025,4,19,2
1,3,0,0,10259.84,259.3,3.13,3.5,2,0.703,5.6,1,2024,9,28,2
4,6,0,4,12453.08,191.6,2.35,6.8,0,0.767,0.5,0,2024,5,2,4
3,8,2,2,6256.39,282.59,3.37,2.0,1,0.977,6.4,1,2024,4,2,5
6,1,3,3,2766.6,58.15,1.25,6.2,1,0.557,7.24,1,2024,6,10,1
2,0,3,4,11200.29,498.5,1.41,1.3,4,0.604,50.09,0,2025,12,3,6
6,4,1,3,5726.88,213.35,1.53,0.0,4,0.981,12.02,0,2024,11,7,4
3,0,3,1,10233.43,174.77,2.58,9.3,0,0.979,21.04,0,2025,12,22,1
6,6,3,4,4424.34,355.39,3.89,5.5,3,0.589,9.45,1,2025,12,14,3
3,2,1,2,1677.83,182.59,4.13,9.3,2,0.573,14.31,1,2025,9,9,5
4,5,0,3,14892.44,416.8,2.01,3.3,4,0.711,2.89,1,2024,2,11,3
6,0,2,3,2764.92,227.68,3.1,3.3,4,0.525,5.39,0,2024,8,8,4
6,0,3,2,14832.1,360.06,3.74,4.0,0,0.827,24.78,0,2024,12,1,3
6,0,3,1,14670.56,54.62,2.15,7.1,4,0.539,82.52,1,2024,5,31,0
2,1,1,1,12010.36,423.21,2.55,5.7,2,0.529,85.68,1,2024,4,3,6
7,1,1,4,10061.63,368.12,2.93,9.3,3,0.743,12.05,0,2025,12,29,1
4,1,3,1,8878.2,106.65,1.65,0.3,4,0.979,37.12,1,2024,9,11,6
2,0,3,4,13058.47,73.5,1.29,7.1,3,0.713,29.57,0,2024,12,30,1
4,1,3,3,4696.87,158.83,1.7,3.3,0,0.678,7.63,0,2025,2,9,3
2,5,0,2,7281.38,488.06,3.27,1.8,1,0.999,1.15,0,2025,6,9,1
3,2,2,1,9481.15,129.16,1.44,5.1,4,0.766,21.04,1,2024,2,20,5
3,2,0,2,6462.26,228.61,1.83,5.1,2,0.688,2.38,1,2025,11,24,1
3,0,0,2,6698.55,15.98,2.31,1.4,2,0.693,2.8,1,2024,11,2,2
4,6,3,3,5289.13,199.22,1.46,2.0,3,0.597,8.89,1,2024,9,23,1
5,4,1,1,8681.36,286.09,1.83,4.1,2,0.756,58.28,1,2024,6,27,4
3,4,0,1,12833.33,476.61,4.21,4.1,3,0.719,0.5,0,2024,2,1,4
7,4,1,2,3422.16,258.85,1.26,3.2,2,0.635,21.54,1,2025,2,18,5
3,4,2,0,14049.28,409.73,3.36,1.5,4,0.58,26.77,0,2025,4,8,5
3,4,0,0,10491.77,274.02,2.47,0.0,2,0.656,5.15,1,2025,7,23,6
2,5,3,0,12437.46,21.35,3.42,9.7,1,0.754,37.94,1,2025,7,17,4
0,1,2,2,8564.77,158.19,3.14,9.4,4,0.529,22.52,1,2024,9,12,4
0,5,3,4,11802.99,288.2,1.94,4.8,1,0.577,30.83,0,2024,4,6,2
7,2,1,2,734.91,475.35,4.0,10.0,1,0.974,1.89,0,2025,4,18,0
1,3,0,0,12366.52,429.71,2.82,6.7,1,0.771,1.68,0,2024,4,14,3
5,4,3,0,1082.01,114.95,3.91,0.7,4,0.532,5.21,1,2024,5,23,4
0,5,0,2,13403.74,110.83,2.54,1.2,1,0.847,1.54,0,2024,5,4,2
4,6,2,4,14883.46,101.39,4.45,9.2,4,0.531,38.15,1,2024,1,13,2
4,1,3,2,4763.98,461.33,3.74,6.3,2,0.869,69.79,1,2024,3,4,1
4,7,2,0,3549.62,426.48,4.39,8.4,0,0.875,3.43,0,2024,8,15,4
1,5,0,0,11597.77,387.67,2.9,9.0,1,0.826,0.83,0,2024,5,13,1
4,3,3,0,4168.88,196.97,2.76,4.5,0,0.866,6.8,1,2024,7,21,3
1,0,0,2,13050.65,252.69,3.69,0.5,4,0.544,1.69,0,2025,2,14,0
1,8,3,0,1991.22,232.7,4.1,1.9,4,0.863,9.46,1,2025,1,16,4
2,4,0,1,2326.35,127.45,4.38,0.7,4,0.568,0.5,1,2025,12,3,6
6,4,2,3,14697.7,253.01,2.27,1.9,2,0.67,76.43,1,2025,10,7,5
2,5,1,0,10270.66,16.22,3.84,4.1,4,0.971,25.15,0,2025,10,22,6
4,6,1,2,12779.86,66.77,1.9,1.2,3,0.751,11.25,0,2024,3,27,6
0,5,0,2,5202.78,443.41,3.0,1.7,4,0.984,0.6,0,2025,8,19,5
0,5,2,0,10309.01,376.09,1.79,4.5,3,0.544,9.13,1,2025,8,23,2
4,6,0,1,9116.51,212.01,2.35,3.4,1,0.739,0.5,0,2024,9,22,3
1,5,3,1,9245.68,259.06,4.27,4.7,2,0.531,126.84,1,2024,3,17,3
1,8,0,1,10396.72,185.63,1.68,4.3,1,0.815,0.77,0,2024,1,23,5
7,4,2,2,8842.71,370.65,3.29,6.4,1,0.539,9.81,1,2024,3,7,4
2,0,0,4,6721.4,392.31,3.16,9.4,0,0.588,0.5,0,2024,7,21,3
5,5,1,2,4500.88,381.88,1.6,1.1,4,0.629,9.29,1,2025,10,23,4
5,3,0,0,11644.43,361.58,2.28,1.0,1,0.874,0.85,0,2025,3,30,3
3,6,1,4,3780.95,103.05,3.06,8.5,2,0.582,30.02,1,2024,5,11,2
7,0,1,2,10539.14,169.65,1.82,5.1,3,0.923,11.14,0,2024,4,4,4
1,4,0,4,3883.33,235.45,3.84,7.7,3,0.566,0.5,0,2024,12,5,4
2,6,0,3,9567.29,166.07,4.41,2.2,0,0.518,0.5,0,2024,5,5,3
2,0,0,0,11332.63,377.72,1.91,8.3,2,0.698,7.21,1,2024,2,13,5
4,2,0,1,3671.35,165.35,1.82,9.2,4,0.99,0.62,1,2025,4,17,4
0,1,0,0,1369.18,69.98,2.7,6.4,2,0.555,0.98,1,2024,2,21,6
0,4,2,1,2399.12,200.12,3.67,1.1,0,0.551,1.42,0,2024,6,21,0
0,6,0,2,9286.96,489.98,2.13,9.0,1,0.876,1.24,1,2025,8,10,3
3,1,0,2,12816.97,113.71,1.27,7.9,1,0.656,1.29,1,2025,3,19,6
2,5,0,0,1152.45,306.47,2.99,7.5,3,0.859,0.5,0,2025,2,8,2
7,5,3,0,11145.19,217.05,4.36,0.4,4,0.6,47.29,1,2025,5,23,0
7,7,1,0,5449.12,36.44,2.49,8.0,0,0.73,5.7,1,2024,1,31,6
5,7,1,1,7438.66,244.45,2.59,1.4,4,0.633,16.16,1,2025,1,26,3
5,7,2,3,13968.46,351.38,4.4,2.2,3,0.726,10.2,1,2025,11,30,3
2,8,0,3,5313.59,257.1,3.49,5.8,4,0.885,0.58,1,2025,3,12,6
0,8,1,0,7247.39,436.18,3.57,2.6,2,0.881,46.13,1,2024,6,25,5
0,8,0,0,698.4,145.18,3.06,6.6,1,0.758,0.5,0,2024,12,28,2
4,2,0,0,1683.18,44.04,4.42,6.1,1,0.964,0.5,0,2024,8,7,6
0,7,0,1,4249.58,468.35,3.47,1.1,0,0.632,0.5,0,2024,7,10,6
6,2,2,4,903.86,189.72,4.15,6.6,0,0.62,0.75,1,2024,10,8,5
0,2,2,4,9654.94,288.63,3.51,9.2,0,0.807,7.89,1,2024,10,13,3
4,5,3,4,6682.78,396.21,3.63,1.6,0,0.811,9.59,0,2025,4,1,5
1,6,1,2,8448.11,162.83,2.16,6.0,0,0.523,7.42,1,2024,6,1,2
6,4,3,0,3032.38,358.37,2.2,3.4,4,0.804,15.02,1,2024,2,5,1
2,3,2,1,4791.01,68.57,3.78,4.6,4,0.687,10.8,0,2025,9,20,2
1,7,2,3,10125.45,146.36,2.18,2.9,1,0.874,10.63,1,2025,9,26,0
3,2,3,3,14496.89,73.21,3.06,3.5,1,0.904,34.76,0,2025,9,23,5
6,2,3,3,1231.04,405.8,2.02,0.3,3,0.776,2.08,0,2024,9,8,3
5,1,2,4,13410.57,112.1,3.9,9.8,4,0.501,35.6,1,2025,10,24,0
6,1,3,2,8864.78,358.98,1.56,6.2,2,0.818,128.5,1,2024,10,29,5
5,2,0,4,8676.83,471.71,3.94,5.0,4,0.874,1.7,1,2025,5,25,3
7,6,2,2,7754.04,264.36,3.19,3.8,3,0.624,6.48,1,2025,2,25,5
1,3,2,1,1506.21,270.47,1.82,5.4,0,0.732,1.39,0,2025,7,17,4
7,3,3,4,1803.21,231.06,2.99,3.8,4,0.983,8.98,0,2025,5,5,1
5,7,0,3,9213.22,163.62,2.13,3.6,2,0.649,4.25,1,2024,3,3,3
4,6,0,0,5443.9,238.35,2.27,4.6,1,0.612,0.99,0,2024,3,30,2
6,6,2,2,13800.39,301.8,2.36,2.8,3,0.605,10.11,0,2024,10,13,3
0,6,3,1,6395.56,493.01,1.41,1.8,3,0.779,11.59,0,2025,1,27,1
3,0,3,1,2577.58,468.94,4.45,5.6,4,0.975,12.85,1,2024,5,20,1
4,7,3,2,10863.42,431.21,1.3,8.4,4,0.804,63.88,1,2025,3,5,6
4,0,2,1,4753.62,444.68,3.39,1.5,1,0.652,4.83,1,2024,7,23,5
3,6,3,3,8119.32,234.46,2.43,0.3,2,0.819,91.05,1,2025,10,20,1
6,1,0,2,10618.58,329.06,3.33,2.5,4,0.812,1.15,1,2025,6,22,3
1,3,2,3,13553.83,447.64,2.38,9.8,1,0.798,19.22,0,2024,9,12,4
7,4,3,1,11986.77,197.08,3.42,8.3,4,0.58,69.96,1,2025,10,7,5
2,7,1,4,10307.24,480.92,3.61,6.0,0,0.817,10.12,0,2025,7,10,4
7,6,0,0,10354.68,208.48,3.48,9.3,3,0.715,0.86,0,2024,1,20,2
5,1,0,0,14215.91,300.94,1.58,4.5,4,0.509,2.45,1,2025,1,26,3
2,7,3,3,4789.45,355.19,3.37,9.8,4,0.77,30.05,1,2025,12,31,6
0,8,2,3,516.13,475.35,2.12,3.0,1,0.995,1.2,1,2025,1,2,4
0,6,2,4,4443.34,123.06,1.3,2.4,4,0.675,8.31,0,2025,5,6,5
5,0,1,2,3659.43,373.32,2.57,6.4,0,0.983,3.1,1,2025,7,11,0
6,1,1,1,10096.6,260.89,2.63,3.8,1,0.548,12.93,0,2025,5,11,3
5,0,2,3,9688.82,135.01,2.74,6.3,2,0.866,60.73,1,2024,12,18,6
0,1,2,1,9105.19,388.53,3.53,3.0,4,0.557,19.29,1,2025,8,2,2
1,6,0,0,735.53,276.56,2.22,6.2,4,0.637,0.5,1,2025,5,29,4
6,8,1,1,11067.28,330.83,2.24,2.8,1,0.785,14.02,0,2024,11,25,1
0,2,2,4,5191.19,162.13,1.4,0.5,3,0.796,3.89,1,2025,2,1,2
4,1,1,4,10143.31,241.16,3.47,9.1,2,0.888,82.16,1,2024,10,3,4
5,5,0,4,8570.39,309.06,3.07,8.8,4,0.808,2.09,1,2024,7,3,6
4,1,0,3,5469.6,203.05,2.35,9.7,3,0.797,0.5,0,2024,1,27,2
3,8,0,1,2451.36,99.99,3.53,7.2,3,0.956,0.63,0,2024,11,22,0
0,1,0,4,1869.07,480.86,2.97,6.8,3,0.726,0.5,0,2025,9,3,6
1,2,0,0,12557.02,256.22,2.75,5.6,2,0.613,7.09,1,2024,8,12,1
5,2,0,1,13816.76,367.23,2.89,1.3,4,0.581,2.77,0,2024,1,31,6
3,7,0,3,9921.93,206.11,3.3,1.9,4,0.7,1.91,1,2024,10,14,1
4,2,3,0,1999.79,178.21,3.38,2.9,4,0.856,9.79,0,2024,2,29,4
1,7,3,4,6329.39,204.17,2.15,8.9,2,0.521,101.12,1,2025,4,28,1
3,6,1,1,11069.62,205.19,1.66,1.7,0,0.565,8.08,0,2025,6,26,4
4,6,1,4,11807.4,272.55,1.72,9.2,2,0.553,96.29,1,2025,1,1,6
7,3,0,2,2214.17,272.19,3.31,5.2,4,0.793,1.15,1,2025,8,21,4
5,0,1,1,500.45,249.08,4.08,7.2,1,0.621,0.5,1,2024,8,26,1
1,6,0,4,10825.99,68.26,2.55,1.1,2,0.583,4.48,1,2024,6,12,6
6,5,0,2,5670.64,248.54,1.76,2.7,4,0.796,1.02,1,2024,4,12,0
0,4,0,4,4189.98,85.38,3.7,9.6,1,0.881,0.5,1,2024,9,10,5
4,2,1,2,687.01,63.94,3.95,2.7,4,0.666,1.21,1,2025,11,3,1
2,3,2,4,8334.34,466.39,4.11,3.0,2,0.789,45.81,1,2024,9,3,5
1,7,3,2,12841.69,302.87,3.2,2.0,0,0.549,20.39,0,2024,9,29,3
1,2,2,3,14385.66,330.09,4.04,1.3,1,0.968,12.66,0,2025,6,30,1
1,5,0,0,8703.3,201.5,1.25,2.3,1,0.668,0.67,0,2024,2,27,5
7,5,1,0,7959.69,454.58,1.55,6.4,0,0.999,7.53,1,2024,8,12,1
6,0,0,3,1733.32,319.33,1.51,4.6,3,0.989,0.52,0,2025,8,12,5
3,6,1,4,8458.66,384.82,3.55,5.5,2,0.889,60.16,1,2025,2,1,2
1,2,3,0,6009.7,184.91,1.43,1.2,4,0.51,27.45,0,2024,12,29,3
2,3,2,1,9303.46,480.05,2.84,8.0,0,0.772,7.77,0,2024,6,26,6
3,4,0,3,6136.53,410.41,2.76,7.8,3,0.543,1.19,1,2024,6,29,2
0,3,2,0,3984.34,427.12,2.23,0.2,1,0.948,3.27,0,2024,8,30,0
5,8,0,2,1877.0,86.92,4.07,3.8,3,0.895,0.5,0,2025,8,29,0
0,1,3,4,5066.32,136.21,1.76,0.7,3,0.986,8.13,1,2024,11,21,4
4,2,3,0,1901.35,143.53,2.36,7.9,3,0.804,4.87,1,2025,12,15,1
5,5,3,4,3065.01,136.18,3.75,7.4,4,0.761,17.42,1,2025,1,2,4
0,8,1,1,14816.37,427.85,1.3,9.0,1,0.759,22.57,1,2025,8,28,4
1,4,2,0,6939.5,16.91,3.42,2.4,0,0.693,4.46,0,2024,1,29,1
0,3,2,0,8212.14,38.97,3.89,4.6,4,0.734,18.3,0,2025,12,21,3
5,3,1,1,13167.47,137.68,4.28,1.8,0,0.818,10.19,0,2025,12,18,4
6,1,3,2,14935.75,100.74,4.09,3.7,1,0.966,36.39,1,2024,12,26,4
0,5,0,3,8949.36,116.7,2.25,5.2,0,0.798,0.5,0,2025,8,4,1
7,2,3,0,12280.87,399.17,3.14,0.5,4,0.929,52.52,0,2025,7,31,4
4,8,2,2,5240.64,282.0,1.46,7.1,1,0.931,6.68,1,2024,5,25,2
5,3,1,2,4933.29,3.88,2.05,5.4,2,0.759,35.78,1,2025,7,30,6
3,1,0,0,6339.2,215.23,1.51,8.3,1,0.674,0.85,0,2024,7,11,4
3,7,1,4,10251.36,204.53,2.24,2.7,0,0.82,8.59,0,2025,5,19,1
6,2,3,1,10391.78,57.86,4.09,9.0,4,0.723,62.05,1,2025,7,9,6
4,8,1,4,5070.97,338.39,2.35,10.0,1,0.541,8.93,1,2024,11,12,5
1,6,0,0,2431.54,351.35,3.05,9.2,2,0.689,1.78,1,2024,6,28,0
0,8,3,2,9669.75,360.73,2.63,7.8,1,0.997,27.96,0,2025,5,17,2
6,8,3,3,2360.73,364.51,2.71,8.1,3,0.524,5.45,1,2024,2,8,4
2,3,0,4,8888.14,1.03,4.4,5.7,4,0.848,1.23,1,2024,4,2,5
6,0,2,0,10554.62,477.01,2.18,1.9,0,0.921,6.47,0,2024,2,27,5
6,4,0,1,10658.87,407.29,3.27,6.8,2,0.824,6.9,1,2024,8,26,1
2,1,2,0,11425.35,452.09,2.59,7.1,4,0.785,27.18,1,2025,9,8,1
0,5,3,4,13156.46,8.81,1.4,9.9,4,0.854,81.32,1,2024,8,12,1
1,0,1,4,7749.41,467.0,2.81,5.4,2,0.715,54.35,1,2024,1,21,3
5,8,2,1,11088.61,405.08,3.88,2.7,4,0.546,21.89,1,2025,6,23,1
3,5,0,3,9478.0,418.77,1.53,6.8,0,0.981,0.67,1,2025,5,4,3
4,0,2,2,3206.28,47.55,1.43,9.8,2,0.716,23.29,1,2024,1,1,1
7,2,1,1,872.5,369.65,1.71,1.8,3,0.833,0.5,0,2024,12,5,4
1,2,2,3,4625.85,480.0,3.72,3.3,1,0.766,4.12,0,2025,9,20,2
7,0,3,4,6923.99,339.6,3.59,5.4,4,0.527,36.81,1,2024,7,25,4
6,0,1,0,9448.04,285.71,3.06,1.7,4,0.976,21.33,0,2024,5,13,1
1,2,1,0,12824.41,472.87,2.75,0.2,1,0.896,14.01,0,2024,12,14,2
0,6,2,3,3345.56,222.03,4.13,3.4,0,0.575,2.1,0,2024,6,30,3
2,5,3,1,2320.47,300.05,3.73,8.7,0,0.991,4.49,0,2024,11,27,6
0,3,1,3,14470.46,238.69,3.88,0.4,1,0.868,15.33,0,2024,3,1,0
4,5,1,1,2066.65,466.49,3.88,4.3,0,0.736,1.79,1,2024,1,23,5
0,1,1,0,7438.12,38.97,3.32,7.6,3,0.806,8.36,0,2024,5,31,0
7,3,3,4,8990.67,251.06,2.71,9.5,2,0.553,147.23,1,2025,8,23,2
7,3,0,4,8349.93,343.79,4.05,9.9,1,0.78,0.5,1,2025,12,22,1
3,7,3,3,1747.47,396.16,4.26,4.2,0,0.537,2.66,1,2024,5,25,2
6,1,1,0,1326.89,291.93,1.28,9.5,0,0.772,1.72,0,2024,4,23,5
5,7,3,4,2029.51,454.55,1.37,0.4,0,0.776,3.29,0,2025,6,22,3
2,5,2,0,8991.02,471.05,4.36,7.5,1,0.937,10.79,0,2025,1,8,6
1,7,1,4,8393.0,33.1,2.11,6.4,4,0.863,23.75,1,2024,3,15,0
1,8,3,1,3889.24,201.78,4.08,2.5,2,0.625,48.59,1,2025,1,17,0
1,6,3,2,9747.73,12.71,2.48,5.1,0,0.944,16.3,0,2025,12,22,1
6,5,1,3,12390.98,165.38,1.59,1.3,0,0.787,8.34,1,2025,11,9,3
6,4,1,0,1102.89,268.9,1.47,8.7,0,0.803,1.71,0,2025,2,9,3
4,7,2,3,7722.88,455.49,1.72,3.6,1,0.584,7.94,0,2025,8,23,2
1,6,1,1,10495.0,423.43,2.02,6.3,0,0.929,8.96,1,2024,4,13,2
5,2,3,3,4158.52,64.62,2.81,1.6,1,0.965,8.22,0,2024,12,10,5
1,7,3,1,4962.68,47.42,3.51,2.1,1,0.887,11.21,1,2024,11,5,5
3,6,2,4,9397.75,295.04,4.46,9.9,2,0.97,67.15,1,2024,11,26,5
5,4,0,2,13520.06,266.53,2.66,7.5,4,0.651,2.56,1,2024,5,19,3
5,7,1,2,12243.9,133.92,2.91,9.6,2,0.931,100.21,1,2024,6,10,1
7,7,2,2,8955.39,449.83,2.92,3.0,0,0.744,5.84,0,2025,3,23,3
6,8,2,0,11088.21,463.76,2.98,1.6,1,0.582,11.34,1,2025,10,16,4
5,8,1,4,5789.93,201.9,2.91,5.0,2,0.834,39.56,1,2025,5,13,5
3,2,0,2,9794.0,445.26,1.23,4.9,1,0.842,0.63,0,2025,10,26,3
6,5,3,2,7259.63,192.59,1.21,1.7,2,0.643,88.32,1,2024,11,20,6
0,6,2,0,3254.07,368.67,1.52,7.3,3,0.514,3.42,1,2024,6,27,4
5,1,3,4,10675.2,238.5,1.54,3.6,2,0.6,140.16,1,2025,12,25,4
6,2,0,0,8568.74,62.17,3.53,1.9,4,0.7,1.14,0,2025,7,29,5
7,7,3,1,5700.01,464.04,1.88,3.3,4,0.584,27.71,1,2025,12,11,4
3,7,1,0,13714.42,227.59,4.15,5.6,0,0.597,11.94,0,2025,9,20,2
5,8,0,1,803.54,367.51,4.26,7.3,1,0.696,0.5,0,2024,12,31,5
1,6,2,4,5078.71,184.22,4.42,4.8,3,0.981,3.96,1,2024,8,16,0
2,4,0,2,1324.78,10.42,4.3,5.3,0,0.882,0.5,1,2025,11,12,6
5,7,3,0,11614.65,51.16,2.1,1.4,4,0.66,51.73,0,2025,8,26,5
4,6,3,4,10680.56,248.61,2.88,9.1,2,0.976,173.1,1,2024,6,28,0
7,7,2,3,5304.61,345.29,1.78,9.3,3,0.823,5.62,0,2025,1,22,6
4,7,3,3,10297.11,168.03,3.86,6.8,2,0.728,153.73,1,2024,11,10,3
1,8,0,1,6241.09,348.05,4.13,0.2,2,0.734,2.5,1,2025,12,6,2
7,0,3,4,11465.68,349.62,4.01,5.4,1,0.705,30.06,1,2024,10,28,1
