Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk
6,5,1,3,3552.35,293.34,2.75,7.8,4,0.935,9.93,1,2025,3,11,5,0.0007741354314749391,77.454,0.08257632271594859,0.5069999999999996,1
7,4,0,1,12230.84,337.42,4.08,9.6,2,0.836,8.12,1,2024,4,14,3,0.00033358297549473297,77.95199999999998,0.027587639115547256,1.5744000000000002,1
0,2,1,3,2630.37,402.33,1.37,5.0,2,0.681,19.18,1,2025,10,31,0,0.0005208392735622746,95.9,0.15295566783380285,1.5949999999999998,0
1,0,1,0,5468.35,329.92,4.13,6.2,4,0.979,14.13,1,2024,9,10,5,0.0007552552415262373,87.60600000000001,0.0603326414732049,0.13020000000000012,0
3,0,0,3,13037.55,199.63,1.92,3.3,4,0.947,1.9,1,2024,10,31,4,0.00014726693282096713,6.27,0.015311925937005037,0.17490000000000014,0
1,8,1,1,2746.42,257.3,3.44,6.8,4,0.717,7.22,1,2024,2,3,2,0.0012525396698247172,49.096,0.09368559797845923,1.9244,0
2,5,1,4,1699.68,401.72,3.12,4.6,1,0.787,2.65,1,2025,4,5,2,0.001835639649816436,12.19,0.23635037183469831,0.9797999999999998,0
0,1,0,0,7525.8,187.45,3.02,4.4,1,0.984,1.54,0,2024,9,26,4,0.00040128624199420657,6.776000000000001,0.024907651013845702,0.07040000000000007,0
1,5,3,0,4885.08,194.67,4.04,8.6,1,0.991,13.99,1,2024,12,22,3,0.0008270079507398037,120.314,0.03984991033923702,0.07740000000000007,1
5,8,1,3,8669.42,48.75,1.54,0.5,3,0.725,8.11,0,2024,3,30,2,0.00017763587414152275,4.055,0.00562321354831119,0.1375,0
5,0,2,3,12155.17,457.38,2.35,8.8,4,0.924,30.92,1,2025,3,25,5,0.00019333337172577596,272.09600000000006,0.03762843300422783,0.6687999999999996,1
1,0,3,2,2488.65,46.43,2.98,8.5,4,0.651,14.96,1,2024,4,30,5,0.0011974363610793,127.16000000000001,0.01865670142446708,2.9665,1
1,8,3,0,8920.14,324.46,3.88,5.1,4,0.686,45.94,1,2024,8,30,0,0.0004349707515801322,234.29399999999998,0.036373868571569504,1.6013999999999997,0
1,4,3,4,7829.88,207.18,1.91,4.9,0,0.582,13.48,0,2024,8,2,0,0.0002439373272642748,66.052,0.02646017563487563,2.0482000000000005,0
5,5,2,2,2589.14,203.4,3.85,3.6,2,0.605,14.5,1,2025,8,25,1,0.0014869802328186194,52.2,0.07855890372865122,1.4220000000000002,0
2,8,2,4,9547.98,340.1,2.52,9.9,3,0.828,10.05,1,2025,12,6,2,0.0002639301716174521,99.495,0.0356200997488474,1.7028000000000005,1
6,2,3,0,4467.79,34.48,1.82,1.1,2,0.755,52.59,1,2024,12,25,6,0.0004073602385071814,57.84900000000001,0.007717462100949238,0.2695,0
0,7,3,3,7573.6,297.26,3.7,5.9,2,0.616,108.48,1,2025,12,28,3,0.0004885391359459174,640.032,0.03924949825710362,2.2656,0
0,3,2,1,1692.95,386.24,1.5,6.8,0,0.701,0.91,1,2025,9,16,5,0.0008860273487108302,6.188,0.22814613544404738,2.0332000000000003,0
4,0,2,4,7163.97,414.28,2.9,9.3,3,0.687,7.73,1,2025,10,9,4,0.00040480348186829366,71.88900000000001,0.057828271195998864,2.9109,1
0,8,3,3,4943.72,86.09,1.41,7.8,1,0.994,14.99,1,2025,3,14,0,0.0002852103274457291,116.922,0.017414012120427532,0.04680000000000004,1
2,1,3,2,12424.53,448.81,2.38,6.4,2,0.927,182.48,1,2024,6,18,5,0.00019155654177663056,1167.872,0.036122895594441,0.4671999999999997,0
7,3,2,1,1326.19,328.42,3.18,1.2,2,0.694,6.94,1,2025,9,22,1,0.0023978464624224284,8.328,0.2476417406254006,0.3672,0
1,2,2,1,6569.81,441.05,3.04,3.7,4,0.957,14.3,1,2024,5,22,6,0.0004627226662567106,52.910000000000004,0.06713283945806651,0.15910000000000016,0
3,2,2,4,7147.26,243.16,2.54,1.4,4,0.671,14.06,0,2024,7,30,5,0.00035538094318661976,19.684,0.034021429191046636,0.4605999999999999,0
6,2,1,4,11012.59,271.47,2.62,8.8,3,0.834,12.74,0,2024,7,30,5,0.00023790951992219814,112.11200000000001,0.024650876860030205,1.4608000000000005,1
5,4,3,2,8827.17,459.6,1.95,7.5,0,0.983,16.47,0,2024,3,1,0,0.0002209088530072492,123.52499999999999,0.052066517354939355,0.1275000000000001,1
7,3,0,1,10174.58,450.05,2.7,7.6,1,0.695,0.75,1,2025,8,6,6,0.00026536721908914176,5.699999999999999,0.044232784055951206,2.318,1
3,1,2,3,11767.21,224.63,4.35,6.5,4,0.84,28.83,1,2024,12,25,6,0.00036967131546050425,187.39499999999998,0.019089486802734038,1.0400000000000003,0
6,8,1,2,13001.94,137.93,4.01,5.1,0,0.648,11.57,1,2025,6,29,3,0.0003084155133772344,59.007,0.010608416897786023,1.7951999999999997,0
6,2,0,0,5051.19,197.19,1.68,1.5,2,0.633,2.49,1,2024,10,14,1,0.0003325948934805462,3.7350000000000003,0.03903832562227911,0.5505,0
4,1,0,2,8301.33,194.49,1.3,3.3,0,0.787,0.69,0,2025,9,3,6,0.0001566014120628863,2.2769999999999997,0.02342877587085443,0.7028999999999999,0
7,3,0,0,12681.57,144.15,4.28,1.4,0,0.99,0.5,0,2025,7,5,2,0.00033749764421913065,0.7,0.01136688911546441,0.01400000000000001,0
4,6,1,0,14847.04,135.02,2.94,7.2,1,0.727,22.04,0,2024,6,21,0,0.00019801926848718666,158.688,0.009094068582020389,1.9656000000000002,1
1,4,1,0,13398.03,430.67,2.97,1.6,0,0.969,10.29,0,2024,11,27,6,0.0002216743804872806,16.464,0.03214427792742664,0.04960000000000005,0
7,2,1,0,5886.28,35.86,3.78,7.0,1,0.957,8.65,1,2025,12,21,3,0.0006421712864491666,60.550000000000004,0.006092132892081247,0.30100000000000027,1
6,0,0,4,3329.91,339.13,2.24,6.9,1,0.627,0.5,1,2024,10,26,2,0.0006726908535065513,3.45,0.1018435933703914,2.5737,0
5,2,3,3,7596.19,87.24,2.79,4.6,2,0.701,104.18,1,2024,10,23,6,0.0003672893911289739,479.228,0.011484704832290926,1.3754000000000002,0
7,6,3,1,11253.8,172.91,4.4,1.4,0,0.822,16.51,0,2025,8,9,2,0.0003909790470774317,23.114,0.015364587961399705,0.24920000000000006,0
3,1,2,0,7642.25,31.71,3.42,3.1,0,0.759,4.6,1,2024,9,30,1,0.00044751218554745,14.26,0.004149301580032059,0.7471,0
4,7,2,0,7506.12,135.72,1.71,3.2,0,0.548,4.71,0,2025,6,10,5,0.00022781410369138782,15.072000000000001,0.01808124570350594,1.4464,0
4,2,2,4,12654.34,384.44,1.64,7.0,2,0.997,80.73,1,2025,11,26,6,0.00012959980528419498,565.11,0.030380090941131657,0.02100000000000002,1
1,2,2,4,5740.35,442.62,1.87,1.1,3,0.876,3.69,0,2024,4,7,3,0.00032576410846028555,4.059,0.07710679662389923,0.13640000000000002,0
6,4,0,0,12967.02,111.54,3.73,8.3,3,0.719,1.18,1,2024,5,18,2,0.00028765283002571136,9.794,0.008601822161144195,2.3323000000000005,1
2,5,1,0,6398.67,232.31,2.17,7.6,4,0.809,18.21,1,2025,2,25,5,0.00033913297607158984,138.396,0.036305982336954395,1.4515999999999996,1
0,3,1,0,5259.38,235.69,1.27,1.9,3,0.544,4.96,0,2024,3,1,0,0.00024147332955595528,9.424,0.04481326696302606,0.8663999999999998,0
7,7,3,3,7082.85,436.91,4.32,7.2,0,0.748,14.21,1,2024,10,10,4,0.0006099239712827464,102.31200000000001,0.0616856209011909,1.8144,1
1,7,0,4,11555.48,381.64,1.76,6.7,1,0.965,1.14,1,2025,11,2,3,0.0001523086881721919,7.638,0.03302675440570188,0.2345000000000002,0
7,0,0,1,2327.03,257.03,1.23,7.5,2,0.948,0.5,1,2024,5,9,4,0.0005285707532777833,3.75,0.11045409814226716,0.39000000000000035,1
2,5,1,1,3348.08,335.7,1.98,1.9,3,0.669,2.93,0,2025,12,19,0,0.0005913837184296671,5.567,0.10026642135193901,0.6288999999999999,0
0,1,3,4,14295.95,423.83,1.98,1.6,1,0.766,32.73,1,2024,5,15,6,0.00013850076420244894,52.367999999999995,0.02964685802622421,0.3744,0
5,5,3,1,3044.63,5.76,2.59,2.4,2,0.849,37.79,1,2024,9,12,4,0.0008506780791097768,90.696,0.001891855496398577,0.36240000000000006,0
0,5,2,4,8732.05,202.04,4.24,3.7,3,0.67,8.14,0,2024,5,29,6,0.0004855675356874961,30.118000000000002,0.023137751158090025,1.2209999999999999,0
7,4,0,1,8900.06,453.71,4.1,7.9,3,0.532,1.0,0,2025,12,29,1,0.00046067105165583153,7.9,0.05097830801140667,3.6972,1
2,3,2,4,7599.55,370.42,2.71,7.4,0,0.753,5.27,1,2024,11,25,1,0.00035660006184576716,38.998,0.0487423597449849,1.8278,1
0,1,1,4,9848.81,271.88,2.56,9.3,1,0.801,15.06,0,2024,9,10,5,0.00025992987985350516,140.05800000000002,0.027605365521316788,1.8506999999999998,1
3,2,1,2,3832.49,265.29,3.03,0.6,4,0.503,8.37,0,2025,11,23,3,0.0007906087165263315,5.021999999999999,0.06922131564596386,0.29819999999999997,0
6,2,0,0,8513.6,174.54,2.0,0.1,1,0.548,1.21,0,2025,2,6,4,0.00023491824844953956,0.121,0.020501315542191315,0.0452,0
6,1,2,0,5896.51,260.74,1.37,7.0,3,0.604,6.59,0,2025,5,16,0,0.00023234082533566465,46.129999999999995,0.044219377224833,2.7720000000000002,1
6,2,0,4,10094.18,328.04,4.3,2.8,1,0.674,1.35,1,2024,5,25,2,0.0004259880445959949,3.78,0.032497934453318646,0.9127999999999998,0
5,5,1,3,2547.74,209.76,1.82,3.3,2,0.771,16.74,1,2025,8,14,4,0.0007143586080212267,55.24199999999999,0.08233179209809478,0.7556999999999999,0
3,6,3,0,8777.72,357.36,1.85,5.5,2,0.647,124.53,1,2025,10,9,4,0.00021076088095769747,684.915,0.04071216671299609,1.9415,0
5,2,2,0,3186.42,430.75,2.76,1.0,1,0.638,2.91,1,2024,10,2,6,0.0008661758336942398,2.91,0.13518305810282386,0.362,0
5,8,1,0,4540.32,78.19,2.82,6.4,3,0.935,4.27,1,2025,10,4,2,0.000621101596363252,27.328,0.01722125312753286,0.4159999999999997,0
3,7,0,2,3671.29,226.32,1.26,3.3,0,0.573,0.5,1,2025,2,28,0,0.00034320361507807884,1.65,0.06164590647973873,1.4091,0
6,4,3,2,3151.15,204.6,1.69,6.3,2,0.748,46.27,1,2025,1,19,3,0.0005363121400123764,291.50100000000003,0.06492867683226758,1.5876,0
5,3,0,3,12472.81,344.04,2.45,8.3,3,0.976,0.5,0,2025,4,7,1,0.0001964272685946471,4.15,0.027583198974409136,0.19920000000000018,1
3,5,0,3,4642.76,125.68,3.46,1.7,4,0.813,1.45,0,2024,3,18,1,0.0007452463620777295,2.465,0.027070104851424585,0.31790000000000007,0
0,6,0,4,13943.29,320.49,1.95,9.3,1,0.859,2.1,0,2025,10,10,0,0.0001398522156535509,19.53,0.02298524953579822,1.3113000000000001,1
5,0,0,0,14563.93,438.87,2.6,5.3,2,0.716,6.99,1,2024,4,5,0,0.00017852324200954,37.047,0.03013403662335647,1.5052,0
7,7,1,3,8783.28,209.65,3.04,9.2,0,0.51,9.6,1,2025,2,16,3,0.00034611215855580145,88.32,0.0238692151451394,4.508,1
2,4,1,1,2573.52,455.6,4.13,2.1,0,0.823,1.82,1,2025,6,11,6,0.001604805869004321,3.8220000000000005,0.17703379029500452,0.3717000000000001,0
5,7,3,2,5930.95,496.59,2.28,6.0,0,0.816,10.34,1,2024,10,11,0,0.0003844240804592856,62.04,0.08372857636634941,1.1040000000000003,0
7,7,3,4,12067.12,53.94,1.64,4.0,4,0.555,60.97,1,2025,12,12,0,0.0001359064963305246,243.88,0.004469997812236888,1.7799999999999998,0
7,0,3,2,5827.17,117.29,2.81,7.7,2,0.731,89.78,1,2025,1,12,3,0.00048222378959254667,691.306,0.02012812394352662,2.0713000000000004,1
3,5,3,1,1761.75,475.24,3.66,6.1,3,0.958,4.78,1,2025,4,10,4,0.002077479778629204,29.158,0.26975450546331775,0.2562000000000002,0
0,6,3,0,8573.38,479.21,1.56,4.9,3,0.603,17.4,1,2025,5,14,6,0.00018195857409796372,85.26,0.05589510788043922,1.9453000000000003,0
6,2,2,2,12754.25,49.76,2.6,9.1,4,0.731,32.31,1,2024,12,1,3,0.00020385361742164377,294.021,0.003901444616500382,2.4479,1
2,5,3,2,12040.93,8.48,1.26,3.8,1,0.731,29.68,0,2025,8,18,1,0.0001046430798949915,112.78399999999999,0.0007042645377059746,1.0222,0
5,0,1,1,3039.29,81.39,1.31,2.2,3,0.905,3.21,0,2024,1,3,6,0.000431021718888293,7.062,0.026779280687265778,0.20899999999999996,0
0,6,0,3,10255.09,498.01,2.79,6.1,3,0.912,0.5,1,2024,4,5,0,0.00027206002092619374,3.05,0.04856222617256406,0.5367999999999997,0
2,0,3,2,3697.31,90.82,2.18,6.2,2,0.88,53.23,1,2025,4,14,1,0.0005896178573070693,330.026,0.024563804495700926,0.744,0
3,7,2,1,3664.01,251.77,3.99,4.4,1,0.683,4.1,1,2025,10,12,3,0.001088970827044686,18.04,0.06871433211153899,1.3947999999999998,0
0,3,1,2,13174.04,424.36,3.19,4.9,0,0.536,10.64,1,2025,11,11,5,0.0002421428809992986,52.13600000000001,0.03221183479023899,2.2736,0
6,5,0,3,4120.2,11.18,2.7,9.6,3,0.675,0.53,1,2025,12,15,1,0.0006553079947575362,5.088,0.0027134605116256494,3.1199999999999997,1
7,2,3,0,4317.09,302.64,2.55,7.3,3,0.84,9.66,0,2025,1,1,6,0.0005906756634677526,70.518,0.07010277756544338,1.1680000000000001,1
4,5,0,4,509.47,139.24,2.84,1.1,3,0.851,0.5,0,2024,3,5,5,0.0055744204761811285,0.55,0.27330362926178187,0.16390000000000005,0
4,1,3,2,13124.7,431.31,1.33,2.1,0,0.983,19.47,0,2025,7,1,5,0.00010133564957675223,40.887,0.03286246542778121,0.03570000000000003,0
4,8,3,1,11992.62,142.45,4.15,9.8,0,0.727,25.43,1,2025,2,11,5,0.00034604615171663906,249.21400000000003,0.011878138388442223,2.6754000000000002,1
1,4,2,2,9596.27,343.69,4.49,7.3,1,0.816,11.59,0,2024,8,11,3,0.0004678901281435391,84.607,0.03581495726985589,1.3432000000000004,1
0,6,2,1,11378.85,337.44,1.8,9.2,4,0.77,30.0,1,2025,3,15,2,0.00015818821761425802,276.0,0.029655017862086238,2.1159999999999997,1
6,3,2,0,2704.7,111.53,1.6,3.0,2,0.575,15.32,1,2024,8,4,3,0.0005915628350648872,45.96,0.04123562687174179,1.2750000000000001,0
3,8,0,2,7145.69,18.36,1.67,7.4,4,0.731,0.95,1,2025,5,21,6,0.00023370731168018764,7.03,0.002569380983501943,1.9906000000000001,1
7,1,0,3,5592.68,205.22,3.38,7.1,2,0.772,3.6,1,2024,10,1,5,0.0006043614152785427,25.56,0.0366943933856398,1.6187999999999998,1
2,4,3,2,1859.76,145.31,3.38,2.9,1,0.975,3.73,1,2024,11,26,5,0.0018174388093087279,10.817,0.07813373768658322,0.07250000000000006,0
1,4,1,2,7548.89,404.68,4.0,5.5,3,0.683,7.34,0,2024,10,17,4,0.0005298792272771228,40.37,0.05360788142362652,1.7434999999999996,0
0,4,1,1,13850.72,400.38,3.68,6.3,4,0.99,38.89,1,2024,12,11,6,0.00026569015906754306,245.007,0.028906800512897526,0.06300000000000006,0
6,4,2,3,1080.86,229.05,2.68,4.8,3,0.771,1.51,0,2025,7,14,1,0.0024795070591936055,7.247999999999999,0.211914586532946,1.0992,0
1,5,1,3,4726.18,303.65,3.22,8.3,2,0.621,38.15,1,2025,8,14,4,0.0006813113338891029,316.64500000000004,0.06424850513522548,3.1457,1
7,4,2,0,3509.34,302.53,3.47,8.3,1,0.596,4.25,0,2024,5,13,1,0.0009887899149127756,35.275000000000006,0.08620709307163169,3.3532000000000006,1
0,6,1,1,3953.13,413.75,2.89,8.5,0,0.571,3.96,1,2025,8,2,2,0.0007310662690070906,33.66,0.10466389923933693,3.6465000000000005,1
4,8,0,0,13672.3,213.08,2.77,8.0,3,0.726,1.46,1,2025,5,11,3,0.00020259941633814357,11.68,0.015584795535498784,2.192,1
7,3,3,4,7287.0,138.45,3.33,4.9,2,0.511,100.72,1,2024,12,17,5,0.0004569781803211198,493.528,0.018999588307945656,2.3961,0
3,4,0,0,7261.34,133.25,3.04,3.8,4,0.723,0.98,1,2025,11,29,2,0.00041865550986457047,3.7239999999999998,0.018350607463636186,1.0526,0
6,8,2,1,11528.35,268.56,3.33,8.3,0,0.994,9.27,1,2024,2,19,1,0.00028885313162768303,76.941,0.02329561472370287,0.049800000000000046,1
4,1,1,1,2740.14,225.12,3.22,4.9,4,0.835,7.21,1,2024,2,17,2,0.0011751224389994672,35.329,0.08215638617004971,0.8085000000000002,0
5,1,0,0,7565.35,220.62,3.57,2.5,4,0.88,0.79,1,2024,4,11,4,0.00047188828011922773,1.975,0.029161902621821858,0.3,0
3,0,2,3,6734.79,46.48,3.32,5.1,3,0.56,5.48,1,2025,10,3,0,0.0004929626610480802,27.948,0.0069014772546731225,2.2439999999999998,0
0,4,3,1,9155.21,359.58,2.92,1.4,0,0.737,13.81,0,2025,4,15,5,0.00031894407665143676,19.334,0.03927599694600124,0.36819999999999997,0
1,0,0,1,14993.59,107.65,3.45,6.9,4,0.643,3.11,1,2024,1,17,6,0.00023009832868579175,21.459,0.007179734806674052,2.4633,0
6,6,0,2,11657.01,99.28,2.68,3.4,2,0.947,6.14,1,2024,5,7,5,0.00022990458102034743,20.875999999999998,0.008516763732723915,0.18020000000000017,0
4,0,2,3,6269.05,206.97,2.0,2.6,0,0.591,4.01,0,2024,6,10,1,0.00031902760386342426,10.426,0.03301457158580646,1.0634000000000001,0
5,0,0,1,12499.52,114.66,1.2,9.6,3,0.729,0.86,1,2025,3,27,4,9.600368654156319e-05,8.256,0.009173152249046362,2.6016,1
2,3,3,2,2975.27,292.35,3.05,7.8,2,0.794,46.11,1,2025,4,12,2,0.0010251170482006675,359.658,0.09825998984966071,1.6067999999999996,1
5,2,0,2,941.72,186.36,3.15,7.9,1,0.757,0.5,0,2024,1,1,1,0.0033449432952469948,3.95,0.1978932166673746,1.9197,1
4,3,2,1,3464.5,225.01,4.41,6.2,0,0.915,2.38,1,2025,3,14,0,0.0012729109539616106,14.756,0.06494732284600953,0.5269999999999998,0
0,5,1,0,5435.97,269.05,2.39,8.4,1,0.616,7.73,0,2024,7,26,0,0.0004396639422219034,64.932,0.04949438646644481,3.2256,1
1,2,1,2,7903.42,102.56,2.5,7.6,0,0.689,7.47,1,2025,12,6,2,0.00031631875820847176,56.772,0.012976660736744347,2.3636000000000004,1
7,2,0,1,9419.37,78.72,1.87,6.0,4,0.896,2.8,1,2024,5,15,6,0.0001985270777132653,16.799999999999997,0.008357246822239704,0.6239999999999999,0
7,4,3,0,13703.78,440.33,1.43,9.6,2,0.764,224.75,1,2025,10,27,1,0.00010435077037138657,2157.6,0.0321320102920508,2.2655999999999996,1
1,2,1,4,7892.88,217.43,3.75,1.9,0,0.701,6.65,0,2024,11,5,5,0.0004751117462827257,12.635,0.027547612531800814,0.5681,0
3,2,2,2,7768.5,206.63,2.02,9.4,3,0.515,8.54,1,2024,6,11,5,0.00026002445774602563,80.276,0.026598442427753104,4.559,1
5,7,2,4,1228.52,18.77,3.21,4.0,3,0.877,1.84,0,2024,10,7,1,0.002612900074886856,7.36,0.015278546543808811,0.492,0
7,6,3,1,1006.22,249.49,3.47,5.3,4,0.986,6.87,1,2024,4,5,0,0.003448550018882551,36.411,0.24794776490230766,0.07420000000000006,0
7,2,0,0,8491.82,277.53,2.76,1.2,0,0.81,1.19,0,2025,11,1,2,0.0003250186650211615,1.428,0.03268203989250832,0.22799999999999992,0
1,4,3,3,6853.59,279.86,4.09,5.4,1,0.928,18.6,0,2025,1,4,2,0.0005967675335116341,100.44000000000001,0.04083407382116526,0.38879999999999976,0
3,6,2,3,12668.12,353.81,2.66,6.1,4,0.758,28.88,1,2024,9,13,0,0.00020997590802739475,176.16799999999998,0.027929163916982157,1.4762,0
3,7,3,0,2829.85,89.56,2.14,10.0,4,0.616,17.08,1,2024,3,25,1,0.0007562238281180982,170.79999999999998,0.031648320582363026,3.84,1
0,1,3,0,862.09,126.86,4.16,9.8,1,0.507,2.85,1,2025,1,15,6,0.004825482258232899,27.930000000000003,0.1471540094421696,4.8314,1
2,5,1,1,7011.06,405.55,4.04,9.7,4,0.827,20.82,1,2025,11,11,5,0.0005762324099351596,201.95399999999998,0.05784432025970395,1.6781000000000004,1
4,7,0,3,3943.44,473.64,1.74,3.5,1,0.747,0.67,1,2025,10,26,3,0.00044123912117339175,2.345,0.12010833181181911,0.8855,0
3,4,0,3,1219.41,68.83,1.29,9.9,1,0.891,0.5,1,2024,6,18,5,0.0010578886510689595,4.95,0.05644533011866394,1.0791,1
7,2,3,4,11006.68,249.33,1.5,4.6,2,0.847,150.72,1,2024,2,23,0,0.00013628087670396522,693.3119999999999,0.022652607325733102,0.7038000000000001,0
5,4,0,0,2118.1,107.87,2.15,8.5,4,0.994,0.5,1,2025,2,9,3,0.0010150606675794344,4.25,0.05092771823804353,0.051000000000000045,1
6,1,0,0,9320.63,30.98,4.41,2.2,0,0.755,0.6,0,2025,10,2,4,0.0004731439827565305,1.32,0.0033238096566433816,0.539,0
3,5,2,2,4575.22,163.43,3.04,5.1,2,0.714,26.92,1,2024,11,8,0,0.0006644489226747566,137.292,0.03572068665550509,1.4586000000000001,0
6,8,0,4,3015.69,72.7,2.43,9.7,0,0.643,0.5,1,2025,12,17,6,0.0008057857405767834,4.85,0.02410725240326426,3.4628999999999994,1
0,1,3,0,6006.4,355.26,4.13,9.5,4,0.738,37.49,1,2024,8,27,5,0.0006875998934469899,356.15500000000003,0.05914690996270645,2.489,1
6,1,0,1,12120.96,267.33,2.7,6.8,0,0.936,1.51,1,2025,3,15,2,0.0002227546332963726,10.267999999999999,0.022055183747821956,0.43519999999999964,0
5,1,3,2,6185.36,72.77,2.24,8.0,2,0.521,95.97,1,2025,11,2,3,0.00036214545313449826,767.76,0.011764877064552428,3.832,1
3,0,1,0,11386.16,5.61,4.31,1.8,2,0.989,69.17,1,2024,4,3,6,0.0003785297238050405,124.506,0.0004927034224005284,0.01980000000000002,0
0,7,3,0,2319.55,404.27,4.0,7.2,2,0.997,34.88,1,2025,12,21,3,0.001724472419219245,251.13600000000002,0.17428811622944104,0.02160000000000002,1
4,6,2,3,11705.19,88.92,3.98,6.2,4,0.799,27.51,1,2024,4,7,3,0.0003400201107372029,170.562,0.007596630212751779,1.2461999999999998,0
2,8,3,1,3935.53,303.5,2.89,0.9,1,0.666,8.95,1,2024,1,2,5,0.0007343356549181432,8.055,0.07711794853552126,0.3006,0
2,1,1,0,10322.2,169.12,3.81,1.1,1,0.612,11.64,1,2024,8,6,5,0.00036910736083393074,12.804000000000002,0.01638410416384104,0.42680000000000007,0
3,8,3,2,8703.83,293.16,1.79,1.1,4,0.638,38.9,1,2025,5,3,2,0.00020565659025969027,42.79,0.03368172402264291,0.3982,0
1,2,2,4,13972.6,158.51,3.09,7.2,3,0.525,13.85,0,2024,3,20,6,0.00022114710218570628,99.72,0.011344345361636345,3.42,1
3,1,3,1,6116.18,44.38,4.45,1.4,0,0.738,9.11,0,2024,5,15,6,0.0007275783250329454,12.753999999999998,0.007256163160665644,0.3668,0
4,6,3,0,1459.4,112.25,2.16,4.7,0,0.529,2.12,0,2025,8,30,2,0.0014800602987529122,9.964,0.07691517061806222,2.2137,0
2,7,2,2,777.75,94.84,3.82,3.6,1,0.859,0.58,1,2024,8,19,1,0.004911603985856637,2.088,0.12194149791063967,0.5076,0
2,5,0,1,12489.45,214.58,2.82,5.5,4,0.686,2.89,0,2025,6,15,3,0.00022579056723874948,15.895000000000001,0.017180900680174065,1.7269999999999996,0
4,7,1,4,8108.67,329.48,1.33,7.1,4,0.6,22.11,1,2025,11,27,4,0.0001640219666110472,156.981,0.04063305079624649,2.84,1
1,3,1,1,11741.04,132.64,3.72,6.8,1,0.772,16.97,1,2025,3,31,1,0.00031683735001328673,115.39599999999999,0.011297125297247941,1.5503999999999998,0
2,3,3,4,3899.17,7.02,1.76,5.2,3,0.987,8.03,1,2024,1,10,6,0.0004513781138037069,41.756,0.0018003831584670583,0.06760000000000006,0
7,5,1,4,5503.71,259.95,3.28,4.6,3,0.848,5.24,1,2024,1,9,5,0.0005959616331529095,24.104,0.047231776383566716,0.6992,0
5,1,2,4,936.51,303.27,1.48,4.0,2,0.746,4.8,1,2025,12,13,2,0.0015803355009556758,19.2,0.3238299644424512,1.016,0
7,0,2,2,14441.64,481.47,4.32,8.6,2,0.888,98.74,1,2024,12,17,5,0.0002991350012879424,849.1639999999999,0.033339011358820746,0.9631999999999998,1
1,6,0,2,10184.08,295.15,2.16,3.3,1,0.869,0.92,1,2024,5,3,0,0.00021209574158883278,3.036,0.028981508393492585,0.4323,0
7,0,3,0,14031.47,236.12,1.95,2.6,2,0.946,176.92,1,2025,3,8,2,0.00013897332211094062,459.99199999999996,0.016827887598377077,0.14040000000000014,0
7,4,2,2,4349.7,287.13,1.63,7.4,2,0.602,27.78,1,2025,12,11,4,0.0003747384877117962,205.57200000000003,0.0660114490654528,2.9452000000000003,1
5,1,3,4,9366.22,464.02,4.32,3.6,2,0.929,122.5,1,2024,5,15,6,0.0004612319591040997,441.0,0.049541864273954704,0.2555999999999998,0
0,3,3,3,10338.25,414.36,3.55,8.5,1,0.651,30.61,1,2025,5,4,3,0.000343385002297294,260.185,0.04008028438081881,2.9665,1
1,3,1,2,5104.47,162.17,3.65,3.3,1,0.97,5.81,0,2024,3,13,6,0.0007150595458490303,19.173,0.03177019357543486,0.09900000000000009,0
0,2,0,0,12797.58,119.39,2.85,7.0,4,0.641,2.7,1,2024,8,22,4,0.00022269835390753564,18.900000000000002,0.009329107534393222,2.513,1
6,4,2,2,14233.84,132.05,2.77,0.5,1,0.963,13.16,0,2025,1,27,1,0.00019460665568813476,6.58,0.009277187322605848,0.018500000000000016,0
6,0,0,1,13330.4,252.71,1.56,3.9,2,0.982,6.87,1,2024,4,1,1,0.00011702574566404609,26.793,0.01895742063253916,0.07020000000000005,0
7,6,3,4,11216.47,372.28,3.05,3.4,2,0.573,146.77,1,2024,4,14,3,0.0002719215582085986,499.01800000000003,0.0331904779311138,1.4518000000000002,0
1,2,2,3,4523.24,252.11,2.01,8.2,3,0.987,3.9,0,2024,4,15,1,0.0004443717335361378,31.979999999999997,0.05573659589144066,0.10660000000000008,1
6,8,0,3,4583.43,34.83,4.42,9.7,0,0.543,0.52,1,2024,11,16,2,0.0009643432974868165,5.044,0.007599112455082765,4.432899999999999,1
2,8,2,0,14468.72,362.07,3.83,4.6,3,0.609,12.39,1,2025,1,11,2,0.0002647089721827501,56.994,0.02502432834417972,1.7986,0
0,2,0,4,649.13,403.18,2.56,8.2,1,0.722,0.5,0,2024,11,2,2,0.003943740082880163,4.1,0.6211082525842281,2.2796,1
2,7,1,2,10882.72,145.46,1.7,7.0,0,0.997,10.42,0,2024,5,20,1,0.0001562109472631842,72.94,0.013366143758178104,0.02100000000000002,1
0,7,1,0,10740.57,332.4,3.79,9.7,1,0.744,16.11,1,2025,1,26,3,0.00035286767834481785,156.267,0.030948078174622015,2.4832,1
